time[s],dr/dt[m/s],radius[m],pressure[atm],volume[m3],surface[m2],n[mol],conc.[mol/m3],dens.[kg/m3],velocity[m/s],kl[m/s],trans.[mol/s],Henry[atm]
6.363660e-01,-1.401388e+14,8.659889e-25,1.618701e+18,2.720355e-72,9.423984e-48,1.831218e-52,6.731541e+19,2.154093e+18,-3.511034e-27,3.002348e+15,5.926745e-14,1.079694e+17
6.363660e-01,-1.412376e+14,8.592521e-25,1.631392e+18,2.657360e-72,9.277929e-48,1.802838e-52,6.784319e+19,2.170982e+18,-3.483720e-27,3.025887e+15,5.926745e-14,1.088159e+17
6.363660e-01,-1.423449e+14,8.525676e-25,1.644183e+18,2.595823e-72,9.134137e-48,1.774897e-52,6.837511e+19,2.188003e+18,-3.456619e-27,3.049612e+15,5.926745e-14,1.096691e+17
6.363660e-01,-1.434610e+14,8.459351e-25,1.657074e+18,2.535711e-72,8.992573e-48,1.747389e-52,6.891120e+19,2.205158e+18,-3.429728e-27,3.073522e+15,5.926745e-14,1.105289e+17
6.363660e-01,-1.445858e+14,8.393543e-25,1.670066e+18,2.476991e-72,8.853204e-48,1.720307e-52,6.945149e+19,2.222448e+18,-3.403047e-27,3.097619e+15,5.926745e-14,1.113955e+17
6.363660e-01,-1.457194e+14,8.328246e-25,1.683160e+18,2.419631e-72,8.715994e-48,1.693646e-52,6.999601e+19,2.239872e+18,-3.376573e-27,3.121906e+15,5.926745e-14,1.122689e+17
6.363660e-01,-1.468619e+14,8.263457e-25,1.696356e+18,2.363600e-72,8.580911e-48,1.667397e-52,7.054481e+19,2.257434e+18,-3.350306e-27,3.146383e+15,5.926745e-14,1.131491e+17
6.363660e-01,-1.480133e+14,8.199172e-25,1.709657e+18,2.308866e-72,8.447922e-48,1.641555e-52,7.109791e+19,2.275133e+18,-3.324242e-27,3.171052e+15,5.926745e-14,1.140362e+17
6.363660e-01,-1.491738e+14,8.135388e-25,1.723061e+18,2.255399e-72,8.316994e-48,1.616114e-52,7.165535e+19,2.292971e+18,-3.298382e-27,3.195914e+15,5.926745e-14,1.149303e+17
6.363660e-01,-1.503434e+14,8.072099e-25,1.736570e+18,2.203170e-72,8.188094e-48,1.591067e-52,7.221715e+19,2.310949e+18,-3.272722e-27,3.220971e+15,5.926745e-14,1.158314e+17
6.363660e-01,-1.515221e+14,8.009303e-25,1.750186e+18,2.152151e-72,8.061193e-48,1.566408e-52,7.278336e+19,2.329068e+18,-3.247262e-27,3.246225e+15,5.926745e-14,1.167396e+17
6.363660e-01,-1.527101e+14,7.946996e-25,1.763908e+18,2.102314e-72,7.936258e-48,1.542131e-52,7.335401e+19,2.347328e+18,-3.222001e-27,3.271677e+15,5.926745e-14,1.176549e+17
6.363660e-01,-1.539074e+14,7.885173e-25,1.777738e+18,2.053630e-72,7.813260e-48,1.518231e-52,7.392914e+19,2.365732e+18,-3.196935e-27,3.297328e+15,5.926745e-14,1.185773e+17
6.363660e-01,-1.551141e+14,7.823831e-25,1.791676e+18,2.006074e-72,7.692168e-48,1.494701e-52,7.450877e+19,2.384281e+18,-3.172065e-27,3.323180e+15,5.926745e-14,1.195070e+17
6.363660e-01,-1.563303e+14,7.762966e-25,1.805723e+18,1.959619e-72,7.572952e-48,1.471536e-52,7.509295e+19,2.402974e+18,-3.147388e-27,3.349235e+15,5.926745e-14,1.204440e+17
6.363660e-01,-1.575560e+14,7.702575e-25,1.819881e+18,1.914240e-72,7.455585e-48,1.448729e-52,7.568171e+19,2.421815e+18,-3.122904e-27,3.375495e+15,5.926745e-14,1.213884e+17
6.363660e-01,-1.587913e+14,7.642653e-25,1.834150e+18,1.869912e-72,7.340036e-48,1.426277e-52,7.627508e+19,2.440803e+18,-3.098609e-27,3.401960e+15,5.926745e-14,1.223401e+17
6.363660e-01,-1.600363e+14,7.583198e-25,1.848530e+18,1.826610e-72,7.226278e-48,1.404172e-52,7.687311e+19,2.459939e+18,-3.074504e-27,3.428633e+15,5.926745e-14,1.232993e+17
6.363660e-01,-1.612910e+14,7.524205e-25,1.863023e+18,1.784311e-72,7.114283e-48,1.382410e-52,7.747582e+19,2.479226e+18,-3.050586e-27,3.455514e+15,5.926745e-14,1.242660e+17
6.363660e-01,-1.625556e+14,7.465672e-25,1.877630e+18,1.742991e-72,7.004024e-48,1.360985e-52,7.808327e+19,2.498665e+18,-3.026854e-27,3.482607e+15,5.926745e-14,1.252403e+17
6.363660e-01,-1.638301e+14,7.407593e-25,1.892351e+18,1.702629e-72,6.895474e-48,1.339892e-52,7.869547e+19,2.518255e+18,-3.003307e-27,3.509912e+15,5.926745e-14,1.262222e+17
6.363660e-01,-1.651146e+14,7.349966e-25,1.907188e+18,1.663201e-72,6.788606e-48,1.319126e-52,7.931247e+19,2.537999e+18,-2.979943e-27,3.537431e+15,5.926745e-14,1.272119e+17
6.363660e-01,-1.664092e+14,7.292788e-25,1.922141e+18,1.624686e-72,6.683394e-48,1.298681e-52,7.993431e+19,2.557898e+18,-2.956761e-27,3.565166e+15,5.926745e-14,1.282092e+17
6.363660e-01,-1.677139e+14,7.236055e-25,1.937212e+18,1.587063e-72,6.579813e-48,1.278554e-52,8.056103e+19,2.577953e+18,-2.933759e-27,3.593118e+15,5.926745e-14,1.292145e+17
6.363660e-01,-1.690288e+14,7.179762e-25,1.952400e+18,1.550311e-72,6.477837e-48,1.258739e-52,8.119266e+19,2.598165e+18,-2.910937e-27,3.621290e+15,5.926745e-14,1.302275e+17
6.363660e-01,-1.703541e+14,7.123908e-25,1.967708e+18,1.514410e-72,6.377441e-48,1.239230e-52,8.182924e+19,2.618536e+18,-2.888291e-27,3.649682e+15,5.926745e-14,1.312486e+17
6.363660e-01,-1.716897e+14,7.068488e-25,1.983135e+18,1.479341e-72,6.278602e-48,1.220024e-52,8.247082e+19,2.639066e+18,-2.865822e-27,3.678297e+15,5.926745e-14,1.322776e+17
6.363660e-01,-1.730358e+14,7.013500e-25,1.998684e+18,1.445084e-72,6.181295e-48,1.201116e-52,8.311742e+19,2.659757e+18,-2.843528e-27,3.707136e+15,5.926745e-14,1.333147e+17
6.363660e-01,-1.743925e+14,6.958939e-25,2.014354e+18,1.411620e-72,6.085495e-48,1.182501e-52,8.376909e+19,2.680611e+18,-2.821407e-27,3.736202e+15,5.926745e-14,1.343600e+17
6.363660e-01,-1.757598e+14,6.904803e-25,2.030148e+18,1.378931e-72,5.991180e-48,1.164174e-52,8.442588e+19,2.701628e+18,-2.799458e-27,3.765495e+15,5.926745e-14,1.354134e+17
6.363660e-01,-1.771378e+14,6.851087e-25,2.046065e+18,1.346999e-72,5.898327e-48,1.146132e-52,8.508781e+19,2.722810e+18,-2.777680e-27,3.795018e+15,5.926745e-14,1.364751e+17
6.363660e-01,-1.785267e+14,6.797790e-25,2.062107e+18,1.315806e-72,5.806913e-48,1.128368e-52,8.575493e+19,2.744158e+18,-2.756071e-27,3.824772e+15,5.926745e-14,1.375451e+17
6.363660e-01,-1.799264e+14,6.744907e-25,2.078275e+18,1.285336e-72,5.716916e-48,1.110881e-52,8.642728e+19,2.765673e+18,-2.734630e-27,3.854760e+15,5.926745e-14,1.386235e+17
6.363660e-01,-1.813371e+14,6.692436e-25,2.094569e+18,1.255571e-72,5.628314e-48,1.093664e-52,8.710491e+19,2.787357e+18,-2.713357e-27,3.884983e+15,5.926745e-14,1.397104e+17
6.363660e-01,-1.827588e+14,6.640373e-25,2.110991e+18,1.226496e-72,5.541085e-48,1.076714e-52,8.778785e+19,2.809211e+18,-2.692248e-27,3.915443e+15,5.926745e-14,1.408058e+17
6.363660e-01,-1.841917e+14,6.588715e-25,2.127542e+18,1.198093e-72,5.455207e-48,1.060027e-52,8.847614e+19,2.831236e+18,-2.671304e-27,3.946141e+15,5.926745e-14,1.419098e+17
6.363660e-01,-1.856359e+14,6.537458e-25,2.144223e+18,1.170349e-72,5.370661e-48,1.043598e-52,8.916982e+19,2.853434e+18,-2.650523e-27,3.977081e+15,5.926745e-14,1.430224e+17
6.363660e-01,-1.870913e+14,6.486601e-25,2.161035e+18,1.143247e-72,5.287425e-48,1.027424e-52,8.986895e+19,2.875806e+18,-2.629904e-27,4.008263e+15,5.926745e-14,1.441437e+17
6.363660e-01,-1.885582e+14,6.436139e-25,2.177978e+18,1.116773e-72,5.205479e-48,1.011501e-52,9.057356e+19,2.898354e+18,-2.609445e-27,4.039689e+15,5.926745e-14,1.452739e+17
6.363660e-01,-1.900366e+14,6.386070e-25,2.195054e+18,1.090912e-72,5.124803e-48,9.958244e-53,9.128369e+19,2.921078e+18,-2.589145e-27,4.071362e+15,5.926745e-14,1.464129e+17
6.363660e-01,-1.915265e+14,6.336390e-25,2.212264e+18,1.065649e-72,5.045377e-48,9.803908e-53,9.199939e+19,2.943981e+18,-2.569003e-27,4.103283e+15,5.926745e-14,1.475608e+17
6.363660e-01,-1.930282e+14,6.287097e-25,2.229609e+18,1.040972e-72,4.967183e-48,9.651964e-53,9.272070e+19,2.967063e+18,-2.549017e-27,4.135454e+15,5.926745e-14,1.487178e+17
6.363660e-01,-1.945416e+14,6.238187e-25,2.247090e+18,1.016866e-72,4.890200e-48,9.502375e-53,9.344767e+19,2.990325e+18,-2.529188e-27,4.167878e+15,5.926745e-14,1.498838e+17
6.363660e-01,-1.960669e+14,6.189657e-25,2.264708e+18,9.933183e-73,4.814410e-48,9.355105e-53,9.418034e+19,3.013771e+18,-2.509512e-27,4.200556e+15,5.926745e-14,1.510589e+17
6.363660e-01,-1.976041e+14,6.141505e-25,2.282465e+18,9.703159e-73,4.739795e-48,9.210117e-53,9.491875e+19,3.037400e+18,-2.489989e-27,4.233490e+15,5.926745e-14,1.522433e+17
6.363660e-01,-1.991534e+14,6.093728e-25,2.300360e+18,9.478462e-73,4.666336e-48,9.067376e-53,9.566295e+19,3.061214e+18,-2.470619e-27,4.266682e+15,5.926745e-14,1.534369e+17
6.363660e-01,-2.007148e+14,6.046323e-25,2.318396e+18,9.258968e-73,4.594016e-48,8.926847e-53,9.641298e+19,3.085215e+18,-2.451399e-27,4.300134e+15,5.926745e-14,1.546399e+17
6.363660e-01,-2.022885e+14,5.999286e-25,2.336573e+18,9.044557e-73,4.522817e-48,8.788496e-53,9.716890e+19,3.109405e+18,-2.432328e-27,4.333849e+15,5.926745e-14,1.558524e+17
6.363660e-01,-2.038745e+14,5.952615e-25,2.354893e+18,8.835111e-73,4.452721e-48,8.652290e-53,9.793074e+19,3.133784e+18,-2.413406e-27,4.367828e+15,5.926745e-14,1.570743e+17
6.363660e-01,-2.054730e+14,5.906307e-25,2.373356e+18,8.630515e-73,4.383711e-48,8.518194e-53,9.869856e+19,3.158354e+18,-2.394632e-27,4.402074e+15,5.926745e-14,1.583058e+17
6.363660e-01,-2.070840e+14,5.860360e-25,2.391964e+18,8.430657e-73,4.315771e-48,8.386177e-53,9.947239e+19,3.183117e+18,-2.376003e-27,4.436588e+15,5.926745e-14,1.595470e+17
6.363660e-01,-2.087076e+14,5.814770e-25,2.410718e+18,8.235427e-73,4.248884e-48,8.256205e-53,1.002523e+20,3.208074e+18,-2.357519e-27,4.471372e+15,5.926745e-14,1.607979e+17
6.363660e-01,-2.103440e+14,5.769534e-25,2.429619e+18,8.044719e-73,4.183034e-48,8.128248e-53,1.010383e+20,3.233226e+18,-2.339179e-27,4.506430e+15,5.926745e-14,1.620586e+17
6.363660e-01,-2.119931e+14,5.724651e-25,2.448668e+18,7.858426e-73,4.118204e-48,8.002274e-53,1.018305e+20,3.258576e+18,-2.320981e-27,4.541762e+15,5.926745e-14,1.633292e+17
6.363660e-01,-2.136553e+14,5.680116e-25,2.467867e+18,7.676448e-73,4.054379e-48,7.878253e-53,1.026289e+20,3.284124e+18,-2.302926e-27,4.577371e+15,5.926745e-14,1.646098e+17
6.363660e-01,-2.153304e+14,5.635928e-25,2.487216e+18,7.498683e-73,3.991543e-48,7.756153e-53,1.034335e+20,3.309873e+18,-2.285010e-27,4.613259e+15,5.926745e-14,1.659004e+17
6.363660e-01,-2.170187e+14,5.592084e-25,2.506716e+18,7.325035e-73,3.929681e-48,7.635946e-53,1.042445e+20,3.335824e+18,-2.267234e-27,4.649429e+15,5.926745e-14,1.672011e+17
6.363660e-01,-2.187202e+14,5.548581e-25,2.526370e+18,7.155409e-73,3.868777e-48,7.517602e-53,1.050618e+20,3.361978e+18,-2.249596e-27,4.685883e+15,5.926745e-14,1.685121e+17
6.363660e-01,-2.204350e+14,5.505417e-25,2.546178e+18,6.989710e-73,3.808818e-48,7.401092e-53,1.058855e+20,3.388337e+18,-2.232096e-27,4.722622e+15,5.926745e-14,1.698333e+17
6.363660e-01,-2.221633e+14,5.462588e-25,2.566141e+18,6.827848e-73,3.749788e-48,7.286388e-53,1.067157e+20,3.414903e+18,-2.214732e-27,4.759649e+15,5.926745e-14,1.711648e+17
6.363660e-01,-2.239052e+14,5.420092e-25,2.586260e+18,6.669735e-73,3.691673e-48,7.173462e-53,1.075524e+20,3.441677e+18,-2.197502e-27,4.796967e+15,5.926745e-14,1.725068e+17
6.363660e-01,-2.256607e+14,5.377927e-25,2.606538e+18,6.515283e-73,3.634458e-48,7.062285e-53,1.083957e+20,3.468662e+18,-2.180407e-27,4.834577e+15,5.926745e-14,1.738593e+17
6.363660e-01,-2.274300e+14,5.336090e-25,2.626974e+18,6.364408e-73,3.578130e-48,6.952832e-53,1.092455e+20,3.495857e+18,-2.163445e-27,4.872482e+15,5.926745e-14,1.752225e+17
6.363660e-01,-2.292131e+14,5.294578e-25,2.647570e+18,6.217027e-73,3.522675e-48,6.845075e-53,1.101021e+20,3.523266e+18,-2.146614e-27,4.910684e+15,5.926745e-14,1.765963e+17
6.363660e-01,-2.310102e+14,5.253390e-25,2.668328e+18,6.073058e-73,3.468080e-48,6.738988e-53,1.109653e+20,3.550890e+18,-2.129915e-27,4.949186e+15,5.926745e-14,1.779809e+17
6.363660e-01,-2.328214e+14,5.212521e-25,2.689249e+18,5.932424e-73,3.414331e-48,6.634545e-53,1.118353e+20,3.578730e+18,-2.113346e-27,4.987989e+15,5.926745e-14,1.793763e+17
6.363660e-01,-2.346468e+14,5.171971e-25,2.710334e+18,5.795046e-73,3.361414e-48,6.531721e-53,1.127122e+20,3.606789e+18,-2.096905e-27,5.027097e+15,5.926745e-14,1.807827e+17
6.363660e-01,-2.364866e+14,5.131736e-25,2.731584e+18,5.660849e-73,3.309318e-48,6.430491e-53,1.135959e+20,3.635068e+18,-2.080592e-27,5.066511e+15,5.926745e-14,1.822001e+17
6.363660e-01,-2.383407e+14,5.091814e-25,2.753001e+18,5.529760e-73,3.258029e-48,6.330829e-53,1.144865e+20,3.663568e+18,-2.064407e-27,5.106235e+15,5.926745e-14,1.836286e+17
6.363660e-01,-2.402094e+14,5.052203e-25,2.774585e+18,5.401707e-73,3.207536e-48,6.232712e-53,1.153841e+20,3.692292e+18,-2.048347e-27,5.146270e+15,5.926745e-14,1.850683e+17
6.363660e-01,-2.420927e+14,5.012900e-25,2.796339e+18,5.276619e-73,3.157824e-48,6.136116e-53,1.162888e+20,3.721241e+18,-2.032412e-27,5.186618e+15,5.926745e-14,1.865193e+17
6.363660e-01,-2.439908e+14,4.973903e-25,2.818264e+18,5.154428e-73,3.108883e-48,6.041017e-53,1.172005e+20,3.750417e+18,-2.016601e-27,5.227284e+15,5.926745e-14,1.879817e+17
6.363660e-01,-2.459038e+14,4.935209e-25,2.840360e+18,5.035066e-73,3.060701e-48,5.947391e-53,1.181194e+20,3.779822e+18,-2.000913e-27,5.268268e+15,5.926745e-14,1.894556e+17
6.363660e-01,-2.478318e+14,4.896816e-25,2.862629e+18,4.918469e-73,3.013265e-48,5.855217e-53,1.190455e+20,3.809457e+18,-1.985347e-27,5.309573e+15,5.926745e-14,1.909410e+17
6.363660e-01,-2.497749e+14,4.858721e-25,2.885074e+18,4.804571e-73,2.966565e-48,5.764471e-53,1.199789e+20,3.839325e+18,-1.969902e-27,5.351202e+15,5.926745e-14,1.924380e+17
6.363660e-01,-2.517332e+14,4.820923e-25,2.907694e+18,4.693311e-73,2.920588e-48,5.675132e-53,1.209196e+20,3.869426e+18,-1.954578e-27,5.393158e+15,5.926745e-14,1.939468e+17
6.363660e-01,-2.537069e+14,4.783420e-25,2.930491e+18,4.584627e-73,2.875324e-48,5.587177e-53,1.218676e+20,3.899764e+18,-1.939372e-27,5.435442e+15,5.926745e-14,1.954675e+17
6.363660e-01,-2.556961e+14,4.746207e-25,2.953467e+18,4.478461e-73,2.830762e-48,5.500585e-53,1.228231e+20,3.930340e+18,-1.924285e-27,5.478058e+15,5.926745e-14,1.970000e+17
6.363660e-01,-2.577008e+14,4.709285e-25,2.976624e+18,4.374752e-73,2.786890e-48,5.415335e-53,1.237861e+20,3.961155e+18,-1.909315e-27,5.521008e+15,5.926745e-14,1.985446e+17
6.363660e-01,-2.597213e+14,4.672649e-25,2.999962e+18,4.273446e-73,2.743698e-48,5.331407e-53,1.247566e+20,3.992212e+18,-1.894462e-27,5.564295e+15,5.926745e-14,2.001012e+17
6.363660e-01,-2.617576e+14,4.636299e-25,3.023483e+18,4.174485e-73,2.701175e-48,5.248779e-53,1.257348e+20,4.023513e+18,-1.879724e-27,5.607921e+15,5.926745e-14,2.016701e+17
6.363660e-01,-2.638099e+14,4.600231e-25,3.047188e+18,4.077816e-73,2.659311e-48,5.167432e-53,1.267206e+20,4.055059e+18,-1.865101e-27,5.651890e+15,5.926745e-14,2.032513e+17
6.363660e-01,-2.658783e+14,4.564444e-25,3.071079e+18,3.983386e-73,2.618097e-48,5.087346e-53,1.277141e+20,4.086852e+18,-1.850592e-27,5.696203e+15,5.926745e-14,2.048448e+17
6.363660e-01,-2.679629e+14,4.528936e-25,3.095157e+18,3.891142e-73,2.577521e-48,5.008501e-53,1.287155e+20,4.118895e+18,-1.836195e-27,5.740863e+15,5.926745e-14,2.064509e+17
6.363660e-01,-2.700638e+14,4.493703e-25,3.119425e+18,3.801034e-73,2.537574e-48,4.930878e-53,1.297246e+20,4.151188e+18,-1.821911e-27,5.785874e+15,5.926745e-14,2.080696e+17
6.363660e-01,-2.721812e+14,4.458745e-25,3.143882e+18,3.713013e-73,2.498246e-48,4.854458e-53,1.307417e+20,4.183735e+18,-1.807737e-27,5.831237e+15,5.926745e-14,2.097009e+17
6.363660e-01,-2.743152e+14,4.424059e-25,3.168532e+18,3.627030e-73,2.459527e-48,4.779222e-53,1.317668e+20,4.216537e+18,-1.793674e-27,5.876957e+15,5.926745e-14,2.113450e+17
6.363660e-01,-2.764660e+14,4.389642e-25,3.193374e+18,3.543039e-73,2.421409e-48,4.705152e-53,1.327999e+20,4.249597e+18,-1.779720e-27,5.923034e+15,5.926745e-14,2.130021e+17
6.363660e-01,-2.786336e+14,4.355493e-25,3.218411e+18,3.460992e-73,2.383881e-48,4.632230e-53,1.338411e+20,4.282915e+18,-1.765875e-27,5.969473e+15,5.926745e-14,2.146721e+17
6.363660e-01,-2.808182e+14,4.321610e-25,3.243645e+18,3.380846e-73,2.346935e-48,4.560439e-53,1.348905e+20,4.316495e+18,-1.752138e-27,6.016276e+15,5.926745e-14,2.163552e+17
6.363660e-01,-2.830199e+14,4.287991e-25,3.269076e+18,3.302555e-73,2.310561e-48,4.489760e-53,1.359481e+20,4.350338e+18,-1.738507e-27,6.063446e+15,5.926745e-14,2.180515e+17
6.363660e-01,-2.852389e+14,4.254633e-25,3.294707e+18,3.226077e-73,2.274752e-48,4.420176e-53,1.370140e+20,4.384446e+18,-1.724983e-27,6.110986e+15,5.926745e-14,2.197611e+17
6.363660e-01,-2.874753e+14,4.221534e-25,3.320539e+18,3.151371e-73,2.239497e-48,4.351671e-53,1.380882e+20,4.418822e+18,-1.711563e-27,6.158899e+15,5.926745e-14,2.214841e+17
6.363660e-01,-2.897292e+14,4.188693e-25,3.346573e+18,3.078394e-73,2.204788e-48,4.284227e-53,1.391709e+20,4.453468e+18,-1.698248e-27,6.207187e+15,5.926745e-14,2.232207e+17
6.363660e-01,-2.920008e+14,4.156108e-25,3.372812e+18,3.007107e-73,2.170618e-48,4.217829e-53,1.402620e+20,4.488384e+18,-1.685037e-27,6.255854e+15,5.926745e-14,2.249708e+17
6.363660e-01,-2.942902e+14,4.123775e-25,3.399256e+18,2.937471e-73,2.136977e-48,4.152460e-53,1.413617e+20,4.523575e+18,-1.671928e-27,6.304902e+15,5.926745e-14,2.267347e+17
6.363660e-01,-2.965975e+14,4.091695e-25,3.425908e+18,2.869448e-73,2.103858e-48,4.088104e-53,1.424701e+20,4.559042e+18,-1.658922e-27,6.354335e+15,5.926745e-14,2.285124e+17
6.363660e-01,-2.989230e+14,4.059864e-25,3.452768e+18,2.803000e-73,2.071252e-48,4.024746e-53,1.435871e+20,4.594786e+18,-1.646016e-27,6.404155e+15,5.926745e-14,2.303040e+17
6.363660e-01,-3.012667e+14,4.028281e-25,3.479839e+18,2.738090e-73,2.039151e-48,3.962369e-53,1.447129e+20,4.630811e+18,-1.633211e-27,6.454366e+15,5.926745e-14,2.321097e+17
6.363660e-01,-3.036287e+14,3.996943e-25,3.507122e+18,2.674684e-73,2.007547e-48,3.900959e-53,1.458475e+20,4.667119e+18,-1.620506e-27,6.504971e+15,5.926745e-14,2.339295e+17
6.363660e-01,-3.060093e+14,3.965849e-25,3.534620e+18,2.612746e-73,1.976434e-48,3.840501e-53,1.469910e+20,4.703711e+18,-1.607899e-27,6.555973e+15,5.926745e-14,2.357636e+17
6.363660e-01,-3.084085e+14,3.934997e-25,3.562333e+18,2.552243e-73,1.945802e-48,3.780980e-53,1.481434e+20,4.740590e+18,-1.595391e-27,6.607374e+15,5.926745e-14,2.376121e+17
6.363660e-01,-3.108266e+14,3.904385e-25,3.590263e+18,2.493140e-73,1.915646e-48,3.722381e-53,1.493049e+20,4.777758e+18,-1.582980e-27,6.659179e+15,5.926745e-14,2.394750e+17
6.363660e-01,-3.132636e+14,3.874012e-25,3.618412e+18,2.435406e-73,1.885957e-48,3.664690e-53,1.504755e+20,4.815217e+18,-1.570665e-27,6.711389e+15,5.926745e-14,2.413526e+17
6.363660e-01,-3.157197e+14,3.843874e-25,3.646781e+18,2.379009e-73,1.856728e-48,3.607894e-53,1.516553e+20,4.852971e+18,-1.558446e-27,6.764009e+15,5.926745e-14,2.432449e+17
6.363660e-01,-3.181950e+14,3.813971e-25,3.675374e+18,2.323918e-73,1.827951e-48,3.551978e-53,1.528444e+20,4.891020e+18,-1.546322e-27,6.817042e+15,5.926745e-14,2.451521e+17
6.363660e-01,-3.206898e+14,3.784301e-25,3.704190e+18,2.270103e-73,1.799621e-48,3.496928e-53,1.540427e+20,4.929367e+18,-1.534293e-27,6.870490e+15,5.926745e-14,2.470741e+17
6.363660e-01,-3.232041e+14,3.754861e-25,3.733232e+18,2.217534e-73,1.771730e-48,3.442732e-53,1.552505e+20,4.968016e+18,-1.522357e-27,6.924357e+15,5.926745e-14,2.490113e+17
6.363660e-01,-3.257382e+14,3.725651e-25,3.762502e+18,2.166182e-73,1.744272e-48,3.389375e-53,1.564677e+20,5.006967e+18,-1.510514e-27,6.978647e+15,5.926745e-14,2.509636e+17
6.363660e-01,-3.282921e+14,3.696667e-25,3.792002e+18,2.116020e-73,1.717238e-48,3.336846e-53,1.576945e+20,5.046223e+18,-1.498763e-27,7.033362e+15,5.926745e-14,2.529313e+17
6.363660e-01,-3.308661e+14,3.667909e-25,3.821733e+18,2.067019e-73,1.690624e-48,3.285131e-53,1.589309e+20,5.085788e+18,-1.487104e-27,7.088507e+15,5.926745e-14,2.549144e+17
6.363660e-01,-3.334602e+14,3.639375e-25,3.851697e+18,2.019152e-73,1.664422e-48,3.234217e-53,1.601769e+20,5.125662e+18,-1.475535e-27,7.144083e+15,5.926745e-14,2.569130e+17
6.363660e-01,-3.360746e+14,3.611063e-25,3.881895e+18,1.972395e-73,1.638627e-48,3.184092e-53,1.614328e+20,5.165850e+18,-1.464056e-27,7.200096e+15,5.926745e-14,2.589273e+17
6.363660e-01,-3.387096e+14,3.582971e-25,3.912331e+18,1.926720e-73,1.613231e-48,3.134744e-53,1.626985e+20,5.206352e+18,-1.452667e-27,7.256547e+15,5.926745e-14,2.609574e+17
6.363660e-01,-3.413652e+14,3.555098e-25,3.943005e+18,1.882102e-73,1.588228e-48,3.086161e-53,1.639741e+20,5.247172e+18,-1.441366e-27,7.313442e+15,5.926745e-14,2.630034e+17
6.363660e-01,-3.440416e+14,3.527441e-25,3.973920e+18,1.838518e-73,1.563614e-48,3.038331e-53,1.652597e+20,5.288312e+18,-1.430153e-27,7.370782e+15,5.926745e-14,2.650655e+17
6.363660e-01,-3.467391e+14,3.500000e-25,4.005077e+18,1.795944e-73,1.539380e-48,2.991242e-53,1.665554e+20,5.329774e+18,-1.419027e-27,7.428572e+15,5.926745e-14,2.671437e+17
6.363660e-01,-3.494576e+14,3.472772e-25,4.036478e+18,1.754355e-73,1.515522e-48,2.944883e-53,1.678613e+20,5.371562e+18,-1.407988e-27,7.486815e+15,5.926745e-14,2.692382e+17
6.363660e-01,-3.521975e+14,3.445756e-25,4.068126e+18,1.713729e-73,1.492034e-48,2.899242e-53,1.691774e+20,5.413677e+18,-1.397035e-27,7.545514e+15,5.926745e-14,2.713491e+17
6.363660e-01,-3.549589e+14,3.418950e-25,4.100022e+18,1.674044e-73,1.468911e-48,2.854309e-53,1.705038e+20,5.456122e+18,-1.386167e-27,7.604674e+15,5.926745e-14,2.734766e+17
6.363660e-01,-3.577419e+14,3.392353e-25,4.132168e+18,1.635278e-73,1.446145e-48,2.810072e-53,1.718406e+20,5.498900e+18,-1.375383e-27,7.664298e+15,5.926745e-14,2.756208e+17
6.363660e-01,-3.605467e+14,3.365962e-25,4.164565e+18,1.597409e-73,1.423732e-48,2.766520e-53,1.731879e+20,5.542014e+18,-1.364683e-27,7.724389e+15,5.926745e-14,2.777818e+17
6.363660e-01,-3.633736e+14,3.339777e-25,4.197217e+18,1.560418e-73,1.401667e-48,2.723644e-53,1.745458e+20,5.585465e+18,-1.354067e-27,7.784951e+15,5.926745e-14,2.799597e+17
6.363660e-01,-3.662226e+14,3.313795e-25,4.230125e+18,1.524283e-73,1.379943e-48,2.681432e-53,1.759143e+20,5.629258e+18,-1.343533e-27,7.845988e+15,5.926745e-14,2.821547e+17
6.363660e-01,-3.690939e+14,3.288016e-25,4.263291e+18,1.488985e-73,1.358557e-48,2.639875e-53,1.772935e+20,5.673393e+18,-1.333081e-27,7.907504e+15,5.926745e-14,2.843669e+17
6.363660e-01,-3.719877e+14,3.262437e-25,4.296717e+18,1.454505e-73,1.337501e-48,2.598961e-53,1.786836e+20,5.717875e+18,-1.322711e-27,7.969502e+15,5.926745e-14,2.865964e+17
6.363660e-01,-3.749043e+14,3.237057e-25,4.330405e+18,1.420823e-73,1.316772e-48,2.558682e-53,1.800845e+20,5.762705e+18,-1.312421e-27,8.031986e+15,5.926745e-14,2.888435e+17
6.363660e-01,-3.778437e+14,3.211875e-25,4.364357e+18,1.387920e-73,1.296365e-48,2.519027e-53,1.814965e+20,5.807887e+18,-1.302211e-27,8.094960e+15,5.926745e-14,2.911081e+17
6.363660e-01,-3.808061e+14,3.186889e-25,4.398575e+18,1.355780e-73,1.276273e-48,2.479986e-53,1.829195e+20,5.853423e+18,-1.292080e-27,8.158428e+15,5.926745e-14,2.933905e+17
6.363660e-01,-3.837918e+14,3.162097e-25,4.433062e+18,1.324384e-73,1.256493e-48,2.441550e-53,1.843536e+20,5.899317e+18,-1.282029e-27,8.222393e+15,5.926745e-14,2.956908e+17
6.363660e-01,-3.868009e+14,3.137497e-25,4.467819e+18,1.293715e-73,1.237020e-48,2.403711e-53,1.857990e+20,5.945569e+18,-1.272055e-27,8.286860e+15,5.926745e-14,2.980091e+17
