times[s],height[m],height_up[m],height_down[m],velocity[m/s],theta[rad],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
4.600000e+00,1.011568e-03,8.429799e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946484e-06,3.135771e-10
4.601000e+00,1.011568e-03,8.429799e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946484e-06,3.135771e-10
4.602000e+00,1.011568e-03,8.429799e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946484e-06,3.135771e-10
4.603000e+00,1.011568e-03,8.429800e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.604000e+00,1.011568e-03,8.429800e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.605000e+00,1.011568e-03,8.429800e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.606000e+00,1.011568e-03,8.429800e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.607000e+00,1.011568e-03,8.429800e-04,1.264449e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.608000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.609000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.610000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833157e-09,1.553342e+00,1.946485e-06,-2.245695e-13,-1.946485e-06,3.135771e-10
4.611000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833158e-09,1.553342e+00,1.946485e-06,-2.245696e-13,-1.946485e-06,3.135771e-10
4.612000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833159e-09,1.553342e+00,1.946485e-06,-2.245696e-13,-1.946485e-06,3.135772e-10
4.613000e+00,1.011568e-03,8.429800e-04,1.264450e-03,8.833160e-09,1.553342e+00,1.946485e-06,-2.245696e-13,-1.946485e-06,3.135772e-10
4.614000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833161e-09,1.553342e+00,1.946485e-06,-2.245696e-13,-1.946485e-06,3.135772e-10
4.615000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833161e-09,1.553342e+00,1.946485e-06,-2.245696e-13,-1.946485e-06,3.135772e-10
4.616000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833162e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135772e-10
4.617000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833163e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135773e-10
4.618000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833163e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135773e-10
4.619000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833164e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135773e-10
4.620000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833164e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135773e-10
4.621000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833164e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135773e-10
4.622000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833165e-09,1.553342e+00,1.946485e-06,-2.245697e-13,-1.946485e-06,3.135774e-10
4.623000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833165e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.624000e+00,1.011568e-03,8.429801e-04,1.264450e-03,8.833165e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.625000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833166e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.626000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833166e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.627000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833166e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.628000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833167e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.629000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833167e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.630000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833167e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.631000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833167e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.632000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833167e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.633000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135774e-10
4.634000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245698e-13,-1.946485e-06,3.135775e-10
4.635000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.636000e+00,1.011568e-03,8.429802e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.637000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.638000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.639000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.640000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833168e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.641000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.642000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.643000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.644000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.645000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.646000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.647000e+00,1.011568e-03,8.429803e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.648000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946485e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.649000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.650000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.651000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.652000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.653000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.654000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.655000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.656000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.657000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.658000e+00,1.011568e-03,8.429804e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.659000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.660000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.661000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946485e-06,3.135775e-10
4.662000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946486e-06,3.135775e-10
4.663000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833169e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946486e-06,3.135775e-10
4.664000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245699e-13,-1.946486e-06,3.135775e-10
4.665000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.666000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.667000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.668000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.669000e+00,1.011568e-03,8.429805e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.670000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.671000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.672000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.673000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.674000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.675000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.676000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.677000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.678000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.679000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.680000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.681000e+00,1.011568e-03,8.429806e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.682000e+00,1.011568e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.683000e+00,1.011568e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.684000e+00,1.011568e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.685000e+00,1.011568e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.686000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.687000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.688000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.689000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.690000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.691000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.692000e+00,1.011569e-03,8.429807e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.693000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.694000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.695000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.696000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.697000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.698000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.699000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.700000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.701000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.702000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.703000e+00,1.011569e-03,8.429808e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.704000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.705000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.706000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.707000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946486e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.708000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.709000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.710000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.711000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.712000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245700e-13,-1.946486e-06,3.135775e-10
4.713000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.714000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.715000e+00,1.011569e-03,8.429809e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.716000e+00,1.011569e-03,8.429810e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.717000e+00,1.011569e-03,8.429810e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.718000e+00,1.011569e-03,8.429810e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.719000e+00,1.011569e-03,8.429810e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.720000e+00,1.011569e-03,8.429810e-04,1.264450e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946486e-06,3.135775e-10
4.721000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.722000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.723000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.724000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.725000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.726000e+00,1.011569e-03,8.429810e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.727000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.728000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.729000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.730000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.731000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.732000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.733000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.734000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.735000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.736000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.737000e+00,1.011569e-03,8.429811e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.738000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.739000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.740000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.741000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.742000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.743000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.744000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.745000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.746000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.747000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.748000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.749000e+00,1.011569e-03,8.429812e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.750000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.751000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.752000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.753000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.754000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.755000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.756000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.757000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.758000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.759000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.760000e+00,1.011569e-03,8.429813e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.761000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.762000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.763000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245701e-13,-1.946487e-06,3.135775e-10
4.764000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245702e-13,-1.946487e-06,3.135775e-10
4.765000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245702e-13,-1.946487e-06,3.135775e-10
4.766000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946487e-06,-2.245702e-13,-1.946487e-06,3.135775e-10
4.767000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946488e-06,-2.245702e-13,-1.946487e-06,3.135775e-10
4.768000e+00,1.011569e-03,8.429814e-04,1.264451e-03,8.833170e-09,1.553342e+00,1.946488e-06,-2.245702e-13,-1.946487e-06,3.135775e-10
